TypeSectionCode ;code ;DescriptionInEnglish ;DescriptionInRussian ;NameInEngish ;NameInRussian ;id
U ;TRNU ;a long, narrow, characteristically very deep and asymmetrical depression of the sea floor, with relatively steep sides ;длинная, узкая, характерно очень глубокая и асимметричная впадина морского дна с относительно крутыми бортами ;trench ;траншея ;4d472ccc-6075-4a42-8767-1c3d1f66894b
U ;VALU ;a relatively shallow, wide depression, the bottom of which usually has a continuous gradient ;относительно неглубокая, широкая депрессия, дно которой обычно имеет непрерывный уклон ;valley ;долина ;1b6928ba-6208-4a17-9227-e3e22e5b34a1
U ;VLSU ;a relatively shallow, wide depression, the bottom of which usually has a continuous gradient ;относительно неглубокая, широкая депрессия, дно которой обычно имеет непрерывный уклон ;valleys ;долины ;0e4eace5-ec20-49f2-8e5c-ed797e1d3336
V ;BUSH ;a small clump of conspicuous bushes in an otherwise bare area ;небольшая группа бросающихся в глаза кустов на пустынной местности ;bush(es) ;куст (ы) ;7c7d5fc6-db3c-4b8d-a669-726df8c537b7
V ;CULT ;an area under cultivation ;площадь под возделыванием ;cultivated area ;обрабатываемая площадь ;9538e972-2584-4f07-9958-27c264c0c264
V ;FRST ;an area dominated by tree vegetation ;территория с преобладанием древесной растительности ;forest(s) ;лес (ы) ;e650d63e-6dbb-4c4a-9918-28b586f2228b
V ;FRSTF ;a forest fossilized by geologic processes and now exposed at the earth's surface ;лес, окаменевший в результате геологических процессов и теперь обнаженный на поверхности земли ;fossilized forest ;окаменелый лес ;ea8d31b0-7757-4a22-b3e5-0e84e1e30ec4
V ;GROVE ;a small wooded area or collection of trees growing closely together, occurring naturally or deliberately planted ;небольшой лесной массив или группа деревьев, растущих близко друг к другу, встречающихся естественным образом или намеренно посаженных ;grove ;роща ;fb6882a9-09eb-4766-b380-0457f9cba095
V ;GRSLD ;an area dominated by grass vegetation ;участок с преобладанием травянистой растительности ;grassland ;пастбище ;220a8208-cfe1-4a3e-be94-725b5c3af54e
V ;GRVC ;a planting of coconut trees ;посадка кокосовых пальм ;coconut grove ;кокосовая роща ;39a6e64e-e8ba-442b-895c-3f9e08b75d0f
V ;GRVO ;a planting of olive trees ;посадка оливковых деревьев ;olive grove ;оливковая роща ;f3228042-749f-449e-b9b8-fb690b2d2bcf
V ;GRVP ;a planting of palm trees ;посадка пальм ;palm grove ;пальмовая роща ;0f94a36d-b290-4054-a093-f116d1a6bc07
V ;GRVPN ;a planting of pine trees ;посадка сосны ;pine grove ;сосновая роща ;d5242fbc-ee2b-4a4a-aa31-5ca1f3f248de
V ;HTH ;an upland moor or sandy area dominated by low shrubby vegetation including heather ;возвышенная болотистая или песчаная местность с преобладанием невысокой кустарниковой растительности, включая вереск ;heath ;пустошь ;0d1cf158-dd5f-4ef3-90f1-17cdf867f98b
V ;MDW ;a small, poorly drained area dominated by grassy vegetation ;небольшой, плохо дренированный участок с преобладанием травянистой растительности ;meadow ;луг ;60aebcbb-f276-475f-afcd-80fbf8d5b478
V ;OCH ;a planting of fruit or nut trees ;посадка фруктовых или ореховых деревьев ;orchard(s) ;фруктовый сад (ы) ;a2e54137-75df-4af5-befc-52234ad38095
V ;SCRB ;an area of low trees, bushes, and shrubs stunted by some environmental limitation ;область низких деревьев, кустов и кустарников, чахлая из-за некоторых экологических ограничений ;scrubland ;кустарник ;b2b884f2-9340-4e66-b4c5-7d7b3ab5a01b
V ;TREE ;a conspicuous tree used as a landmark ;заметное дерево, используемое в качестве ориентира ;tree(s) ;дерево (а) ;496c4221-6713-48d3-8aa5-9eb918db4b66
V ;TUND ;a marshy, treeless, high latitude plain, dominated by mosses, lichens, and low shrub vegetation under permafrost conditions ;заболоченная, безлесная, высокоширотная равнина с преобладанием мхов, лишайников и низкой кустарниковой растительности в условиях вечной мерзлоты ;tundra ;тундра ;5a19c60e-55f9-46bd-868e-026b1cbaed84
